Wavelength (nm),Abs
912,0.2742
911,0.2744
910,0.2747
909,0.275
908,0.2753
907,0.2756
906,0.2758
905,0.2761
904,0.2764
903,0.2767
902,0.277
901,0.2772
900,0.2775
899,0.2777
898,0.2779
897,0.2781
896,0.2784
895,0.2786
894,0.2788
893,0.279
892,0.2792
891,0.2794
890,0.2797
889,0.2799
888,0.2801
887,0.2803
886,0.2805
885,0.2806
884,0.2808
883,0.281
882,0.2811
881,0.2813
880,0.2814
879,0.2816
878,0.2817
877,0.2819
876,0.282
875,0.2822
874,0.2823
873,0.2824
872,0.2826
871,0.2827
870,0.2828
869,0.2829
868,0.283
867,0.2831
866,0.2832
865,0.2833
864,0.2834
863,0.2835
862,0.2835
861,0.2836
860,0.2837
859,0.2837
858,0.2838
857,0.2838
856,0.2839
855,0.284
854,0.284
853,0.2841
852,0.2841
851,0.2842
850,0.2843
849,0.2843
848,0.2844
847,0.2844
846,0.2845
845,0.2846
844,0.2846
843,0.2847
842,0.2848
841,0.2848
840,0.2849
839,0.285
838,0.2851
837,0.2852
836,0.2853
835,0.2854
834,0.2855
833,0.2856
832,0.2857
831,0.2858
830,0.2859
829,0.286
828,0.2861
827,0.2862
826,0.2863
825,0.2864
824,0.2866
823,0.2867
822,0.2869
821,0.287
820,0.2872
819,0.2874
818,0.2876
817,0.2878
816,0.288
815,0.2883
814,0.2885
813,0.2888
812,0.289
811,0.2893
810,0.2895
809,0.2898
808,0.2901
807,0.2903
806,0.2906
805,0.2909
804,0.2912
803,0.2915
802,0.2918
801,0.2921
800,0.2925
799,0.2928
798,0.2932
797,0.2936
796,0.294
795,0.2944
794,0.2948
793,0.2953
792,0.2957
791,0.2962
790,0.2967
789,0.2972
788,0.2976
787,0.2981
786,0.2987
785,0.2992
784,0.2997
783,0.3003
782,0.3008
781,0.3014
780,0.3019
779,0.3025
778,0.3031
777,0.3038
776,0.3044
775,0.305
774,0.3057
773,0.3064
772,0.3073
771,0.3082
770,0.3089
769,0.3095
768,0.3101
767,0.3107
766,0.3111
765,0.3115
764,0.3119
763,0.3122
762,0.3124
761,0.3126
760,0.3128
759,0.3131
758,0.3133
757,0.3137
756,0.3141
755,0.3146
754,0.3152
753,0.3158
752,0.3165
751,0.3172
750,0.318
749,0.3189
748,0.3198
747,0.3206
746,0.3212
745,0.3219
744,0.3225
743,0.3231
742,0.3237
741,0.3242
740,0.3247
739,0.3251
738,0.3255
737,0.326
736,0.3265
735,0.327
734,0.3276
733,0.3282
732,0.3288
731,0.3294
730,0.33
729,0.3307
728,0.3313
727,0.3319
726,0.3325
725,0.3331
724,0.3337
723,0.3342
722,0.3348
721,0.3354
720,0.336
719,0.3365
718,0.3371
717,0.3376
716,0.3381
715,0.3387
714,0.3392
713,0.3397
712,0.3403
711,0.3408
710,0.3413
709,0.3419
708,0.3424
707,0.3429
706,0.3434
705,0.3439
704,0.3445
703,0.345
702,0.3455
701,0.346
700,0.3465
699,0.3471
698,0.3476
697,0.3482
696,0.3487
695,0.3493
694,0.3498
693,0.3503
692,0.3509
691,0.3515
690,0.352
689,0.3526
688,0.3532
687,0.3538
686,0.3544
685,0.355
684,0.3556
683,0.3562
682,0.3568
681,0.3574
680,0.3581
679,0.3587
678,0.3593
677,0.36
676,0.3607
675,0.3614
674,0.3621
673,0.3628
672,0.3636
671,0.3643
670,0.3651
669,0.3659
668,0.3667
667,0.3675
666,0.3684
665,0.3692
664,0.3701
663,0.3709
662,0.3717
661,0.3726
660,0.3735
659,0.3744
658,0.3753
657,0.3761
656,0.3771
655,0.378
654,0.3789
653,0.3799
652,0.3809
651,0.3819
650,0.3828
649,0.3838
648,0.3848
647,0.3858
646,0.3868
645,0.3878
644,0.3887
643,0.3897
642,0.3907
641,0.3916
640,0.3926
639,0.3935
638,0.3945
637,0.3955
636,0.3964
635,0.3974
634,0.3984
633,0.3994
632,0.4004
631,0.4013
630,0.4023
629,0.4033
628,0.4042
627,0.4052
626,0.4061
625,0.407
624,0.4079
623,0.4088
622,0.4097
621,0.4106
620,0.4114
619,0.4123
618,0.4132
617,0.4141
616,0.415
615,0.4159
614,0.4168
613,0.4177
612,0.4186
611,0.4195
610,0.4205
609,0.4215
608,0.4225
607,0.4235
606,0.4246
605,0.4256
604,0.4266
603,0.4277
602,0.4287
601,0.4298
600,0.4309
599,0.4319
598,0.433
597,0.4341
596,0.4352
595,0.4363
594,0.4374
593,0.4385
592,0.4396
591,0.4407
590,0.4419
589,0.4431
588,0.4442
587,0.4454
586,0.4467
585,0.4481
584,0.4496
583,0.4511
582,0.4526
581,0.4541
580,0.4557
579,0.4574
578,0.459
577,0.4607
576,0.4624
575,0.4642
574,0.4659
573,0.4676
572,0.4693
571,0.471
570,0.4727
569,0.4744
568,0.4761
567,0.4777
566,0.4793
565,0.4808
564,0.4822
563,0.4837
562,0.4853
561,0.4868
560,0.4884
559,0.4898
558,0.4913
557,0.4927
556,0.4942
555,0.4957
554,0.4971
553,0.4985
552,0.5
551,0.5014
550,0.5029
549,0.5043
548,0.5057
547,0.5072
546,0.5087
545,0.5102
544,0.5117
543,0.5132
542,0.5147
541,0.5162
540,0.5178
539,0.5194
538,0.521
537,0.5227
536,0.5245
535,0.5263
534,0.5281
533,0.5299
532,0.5318
531,0.5338
530,0.5358
529,0.5378
528,0.5399
527,0.542
526,0.544
525,0.5462
524,0.5483
523,0.5505
522,0.5526
521,0.5548
520,0.5569
519,0.559
518,0.561
517,0.5631
516,0.5653
515,0.5674
514,0.5696
513,0.5717
512,0.5739
511,0.5761
510,0.5783
509,0.5805
508,0.5827
507,0.585
506,0.5873
505,0.5896
504,0.5919
503,0.5942
502,0.5965
501,0.5988
500,0.6011
499,0.6034
498,0.6057
497,0.6081
496,0.6104
495,0.6129
494,0.6154
493,0.6179
492,0.6204
491,0.6229
490,0.6255
489,0.6281
488,0.6306
487,0.6332
486,0.6357
485,0.6383
484,0.6409
483,0.6436
482,0.6462
481,0.6488
480,0.6514
479,0.6541
478,0.6568
477,0.6596
476,0.6624
475,0.6653
474,0.6683
473,0.6713
472,0.6744
471,0.6775
470,0.6806
469,0.6838
468,0.687
467,0.6903
466,0.6935
465,0.6968
464,0.7
463,0.7032
462,0.7065
461,0.7097
460,0.713
459,0.7163
458,0.7197
457,0.7232
456,0.7267
455,0.7303
454,0.7339
453,0.7375
452,0.7412
451,0.745
450,0.7488
449,0.7526
448,0.7565
447,0.7604
446,0.7644
445,0.7685
444,0.7725
443,0.7766
442,0.7806
441,0.7847
440,0.7889
439,0.7931
438,0.7975
437,0.8019
436,0.8065
435,0.8111
434,0.8158
433,0.8206
432,0.8255
431,0.8304
430,0.8353
429,0.8403
428,0.8453
427,0.8504
426,0.8555
425,0.8607
424,0.8658
423,0.871
422,0.8763
421,0.8816
420,0.887
419,0.8925
418,0.8982
417,0.904
416,0.91
415,0.9161
414,0.9224
413,0.9288
412,0.9354
411,0.9421
410,0.9489
409,0.9559
408,0.963
407,0.9704
406,0.9778
405,0.9855
404,0.9933
403,1.0013
402,1.0094
401,1.0178
400,1.0265
399,1.0355
398,1.045
397,1.0549
396,1.0654
395,1.0763
394,1.0869
393,1.0972
392,1.1077
391,1.1192
390,1.1333
389,1.1519
388,1.1775
387,1.2123
386,1.2579
385,1.3157
384,1.3864
383,1.4691
382,1.5618
381,1.6626
380,1.7668
379,1.8776
378,1.9932
377,2.1067
376,2.2174
375,2.325
374,2.423
373,2.5096
372,2.5872
371,2.8538
370,2.886
369,2.9208
368,2.886
367,2.8239
366,2.7958
365,2.8239
364,2.8239
363,2.8239
362,2.7958
361,2.7447
360,2.7695
359,2.8239
358,2.8538
357,2.8239
356,2.7695
355,2.7958
354,2.8239
353,2.7695
352,2.7212
351,2.7212
350,2.6989
349,2.6777
348,2.6777
347,2.6989
346,2.6989
345,2.6777
344,2.6575
343,2.6575
342,2.6382
341,2.585
340,2.5686
339,2.6777
338,2.7958
337,2.7958
336,2.7958
335,2.7958
334,2.7958
333,2.7958
332,2.7958
331,2.8239
330,2.8239
329,2.8239
328,2.8239
327,2.8239
326,2.8538
325,2.8538
324,2.8538
323,2.8239
322,2.7958
321,2.8239
320,2.886
319,2.8538
318,2.8239
317,2.7958
316,2.7695
315,2.8239
314,2.8538
313,2.8538
312,2.886
311,2.9208
310,2.9208
309,2.886
308,2.8239
307,2.8239
306,2.886
305,2.9208
304,2.9586
303,2.9586
302,2.9208
301,2.886
300,2.9208
