152.78,428.92355
155.975,378.32769
159.167,359.87732
162.36,356.64375
165.551,358.16543
168.742,287.2171
171.929,317.27028
175.118,350.55703
178.305,299.39054
181.489,380.22979
184.674,330.20456
187.856,338.38359
191.039,315.36818
194.219,311.18356
197.4,328.87309
200.577,379.08853
203.754,375.85496
206.931,329.44372
210.106,320.69406
213.279,310.0423
216.451,325.06889
219.622,326.01994
222.792,371.48013
225.961,375.66475
229.129,372.8116
232.296,467.53618
235.461,490.17117
238.626,536.58241
241.79,574.4342
244.952,521.1754
248.113,519.2733
251.272,488.26907
254.431,474.19353
257.589,444.52077
260.744,421.69557
263.9,369.76824
267.053,429.11376
270.207,381.94168
273.357,362.35005
276.507,351.12766
279.658,369.19761
282.805,375.09412
285.951,396.20743
289.099,384.98504
292.243,339.14443
295.386,344.85073
298.528,364.25215
301.669,306.42831
304.809,286.45626
307.948,252.59888
311.086,251.26741
314.223,234.52893
317.359,219.50234
320.491,199.34008
323.625,209.99184
326.757,232.62683
329.889,193.63378
333.017,195.72609
336.147,189.06874
339.273,150.07569
342.4,170.99879
345.524,154.26031
348.649,135.80994
351.771,189.25895
354.892,177.65614
358.014,217.60024
361.133,195.72609
364.251,190.97084
367.367,222.35549
370.483,191.92189
373.6,201.05197
376.713,182.79181
379.826,212.46457
382.937,315.93881
386.045,383.46336
389.155,349.79619
392.263,427.59208
395.37,438.43405
398.476,483.89424
401.58,500.06209
404.684,529.92506
407.785,540.95724
410.887,601.82444
413.986,612.85662
417.085,661.74059
420.182,698.83154
423.28,830.07644
426.375,995.55914
429.468,1451.11209
432.561,2103.7226
435.655,3140.74752
438.745,4179.48433
441.835,4935.18866
444.923,4706.36603
448.011,4059.27161
451.097,3355.68482
454.182,2619.57212
457.267,2190.26815
460.348,1961.82594
463.43,1752.21452
466.511,1662.62561
469.592,1605.75282
472.669,1416.68408
475.747,1416.49387
478.822,1344.21407
481.898,1525.67441
484.971,1861.58527
488.045,2357.08232
491.116,3224.82034
494.186,3722.02928
497.256,3457.82759
500.324,2651.71761
503.391,1895.25244
506.457,1332.80147
509.521,977.6794
512.585,771.87218
515.648,650.13778
518.709,605.62864
521.77,564.54328
524.83,547.42438
527.886,542.47892
530.944,571.77126
534,559.78803
537.054,491.31243
540.108,388.59903
543.162,385.36546
546.212,356.26333
549.264,385.74588
552.312,404.76688
555.359,389.55008
558.408,348.46472
561.453,352.26892
