152.294,28.9042
155.489,19.5876
158.683,-5.77462
161.874,-7.18218
165.066,-2.63361
168.257,-10.1286
171.446,0.33344
174.633,-3.247
177.82,-8.86871
181.005,-18.5315
184.19,-6.2344
187.372,-23.977
190.555,2.24158
193.735,-11.5783
196.916,-5.43566
200.094,-5.3302
203.271,-23.2611
206.448,-7.22787
209.623,2.77017
212.796,-7.26637
215.969,-15.3369
219.14,8.55914
222.31,-9.57763
225.479,12.2534
228.647,32.0527
231.814,59.8208
234.98,61.5585
238.145,77.2661
241.308,30.9443
244.471,68.5936
247.632,54.2145
250.791,59.8079
253.95,31.3737
257.108,20.9126
260.264,32.4257
263.42,29.9126
266.573,39.3747
269.727,8.81163
272.878,8.22469
276.027,31.614
279.178,16.9796
282.326,20.3228
285.472,9.6437
288.62,32.9423
291.764,14.2199
294.908,3.47653
298.05,18.7127
301.191,-8.07121
304.331,9.12528
307.47,14.3026
310.608,9.46115
313.745,-9.39862
316.881,1.7237
320.014,-19.1709
323.148,-22.0831
326.28,-19.0121
329.412,4.04271
332.541,-12.9178
335.67,-39.8944
338.797,-10.8855
341.924,-19.8919
345.048,-6.91206
348.173,-3.94688
351.296,27.0054
354.417,-14.0556
357.539,20.8697
360.658,15.7833
363.776,-35.3154
366.893,3.57406
370.008,24.452
373.123,-22.6813
376.237,32.1746
379.349,37.0199
382.461,33.855
385.572,38.6801
388.681,71.4957
391.79,66.3019
394.897,101.099
398.001,97.8885
401.107,108.669
404.211,105.441
407.312,128.206
410.414,114.962
413.513,141.712
416.613,164.454
419.71,175.191
422.808,257.92
425.903,386.643
428.997,549.361
432.09,900.073
435.183,1250.78
438.274,1473.48
441.364,1448.18
444.452,1266.87
447.54,975.554
450.627,754.236
453.712,622.915
456.797,507.589
459.878,434.261
462.96,420.928
466.042,391.592
469.12,414.254
472.199,370.913
475.278,361.568
478.353,366.222
481.429,496.873
484.502,633.523
487.576,888.17
490.647,1050.82
493.717,1045.46
496.786,920.103
499.856,628.744
502.923,405.385
505.989,262.025
509.054,198.664
512.118,143.303
515.181,121.941
518.242,126.579
521.303,113.217
524.363,113.854
527.42,108.493
530.477,105.131
533.534,49.7699
536.588,26.4099
539.642,45.0497
542.696,47.6902
545.746,44.3325
548.798,48.975
551.847,27.6194
554.894,34.2651
557.943,24.9113
560.988,17.5598
564.032,16.2098
567.076,36.8615
570.118,41.515
573.16,72.1702
576.2,128.827
579.24,169.487
582.278,202.148
585.315,292.812
588.352,255.477
591.387,246.145
594.419,138.817
597.452,107.49
600.485,72.1655
603.514,70.8446
606.544,107.526
609.571,90.2101
612.598,48.8975
615.625,25.5868
618.649,-17.72
621.672,-3.02381
624.697,-18.3255
627.718,0.3768
630.738,-6.91779
633.757,13.7908
636.775,-3.4974
639.793,-22.7824
642.809,7.936
645.824,-3.34232
648.836,15.3836
651.849,74.112
654.862,172.844
657.871,273.58
660.881,346.319
663.89,343.061
666.896,287.808
669.901,206.558
672.908,95.3111
675.911,100.068
678.913,34.8294
681.916,49.5931
684.916,-7.63867
687.916,-10.8668
690.914,-2.09138
693.911,-19.3123
696.907,-8.52952
699.903,-11.7431
702.897,-0.95305
705.89,5.84066
708.88,-33.3611
711.872,-14.5601
714.862,2.24454
717.849,-16.9464
720.838,-4.13444
723.823,16.6819
726.809,11.5011
729.793,-9.67535
732.775,25.1518
735.758,19.9817
738.739,40.816
741.718,31.6538
744.697,36.4951
747.674,37.3399
750.651,128.188
753.626,281.04
756.601,531.895
759.574,786.754
762.547,867.616
765.516,790.482
768.487,541.351
771.456,368.223
774.423,223.099
777.391,173.977
780.356,30.8596
783.321,75.7445
786.284,66.6333
789.246,75.5253
792.209,52.4195
795.168,65.3175
798.127,96.2186
801.085,105.123
804.042,124.03
806.998,84.9393
809.953,93.852
812.907,116.767
815.858,131.686
818.81,192.607
821.761,197.531
824.709,172.458
827.659,139.387
830.607,100.318
833.552,99.2531
836.496,114.19
839.442,139.129
842.384,246.071
845.325,425.015
848.266,667.962
851.207,792.91
854.146,801.861
857.083,722.814
860.02,517.769
862.953,466.726
865.888,435.685
868.822,434.646
871.755,465.609
874.684,438.575
877.615,445.541
880.543,426.51
883.472,433.48
886.398,424.452
889.325,455.425
892.249,466.4
895.172,437.377
898.094,394.355
901.018,335.333
903.938,280.314
906.857,229.296
909.775,164.279
912.693,149.263
915.607,76.2492
918.523,59.2355
921.437,28.2228
924.351,73.2109
927.262,48.2006
930.173,121.19
933.082,138.182
935.992,199.173
938.899,332.165
941.805,439.159
944.71,456.152
947.616,407.146
950.519,302.14
953.421,211.135
956.323,112.13
959.223,87.1258
962.122,54.1215
965.019,3.11802
